Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,3.98,4.046,3.98,4.036,28/05/2019 17:35,CET,2161099,8709410.98
BOLLORE NV,FR0013358041,BOLNV,Euronext Paris,EUR,3.96,3.98,3.96,3.98,28/05/2019 16:30,CET,1662,6592.5
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,27.65,28.05,27.5,28.05,28/05/2019 17:36,CET,25921,724009.45
BONE THERAPEUTICS,BE0974280126,BOTHE,"Euronext Brussels, Paris",EUR,4.82,4.82,4.5,4.8,28/05/2019 17:35,CET,67012,313829.64
BOSKALIS WESTMIN,NL0000852580,BOKA,Euronext Amsterdam,EUR,20.96,20.96,20.62,20.62,28/05/2019 17:35,CET,412724,8527010.8
BOURBON CORP.,FR0004548873,GBB,Euronext Paris,EUR,1.858,1.866,1.75,1.756,28/05/2019 17:35,CET,500399,883102.58
BOURRELIER GROUP,FR0000054421,ALBOU,Euronext Growth Paris,EUR,47.8,47.8,47.8,47.8,28/05/2019 11:30,CET,1,47.8
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,1.05,1.05,1.04,1.04,28/05/2019 17:29,CET,601,625.05
BOUSSARD GAVAUD C,GG00B1XFMJ13,BGHLC,Euronext Amsterdam,EUR,-,-,-,-,-,-,-,-
BOUSSARD GAVAUDAN,GG00B1FQG453,BGHL,Euronext Amsterdam,EUR,16.35,16.45,16.1,16.1,28/05/2019 17:35,CET,13832,224821.6
BOUSSARD GHL GBP,GG00B39VMM07,BGHS,Euronext Amsterdam,GBP,10,10,10,10,21/12/2010 11:50,CET,188,1880
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,31.92,31.92,31.45,31.45,28/05/2019 17:38,CET,1444643,45555002.53
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,8.942,9,8.828,8.874,28/05/2019 17:35,CET,332967,2961074.28
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,2400,2410,2380,2390,28/05/2019 17:35,CET,109,260740
BRASSERIE CAMEROUN,CM0000035113,BCAM,Euronext Paris,EUR,101,101,101,101,10/05/2019 17:21,CET,198,19998
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,61.6,61.8,61,61,28/05/2019 17:35,CET,2726,167459.8
BRILL KON,NL0000442523,BRILL,Euronext Amsterdam,EUR,22.3,22.7,22.2,22.7,28/05/2019 13:48,CET,521,11576.3
BROOKFIELD ASSET M,CA1125851040,BAMA,Euronext Amsterdam,EUR,29.8,29.8,29.8,29.8,23/07/2014 17:35,CET,450,13410
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,13.46,13.46,13.28,13.4,28/05/2019 17:35,CET,72846,975424.88
BUDGET TELECOM,FR0004172450,ALBUD,Euronext Growth Paris,EUR,3.115,3.185,3.11,3.175,28/05/2019 12:03,CET,2250,7063.22
BUDGET TELECOM BS,FR0013307329,BUDBS,Euronext Growth Paris,EUR,0.184,0.184,0.184,0.184,28/05/2019 17:17,CET,5700,1048.8
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,21.25,21.32,20.99,21.12,28/05/2019 17:35,CET,2182343,46093926.85
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,816,816,806,808,28/05/2019 17:35,CET,16,12982
BUSINESS ET DECIS.,FR0000078958,BND,Euronext Paris,EUR,7.5,7.5,7.5,7.5,17/05/2019 16:35,CET,100,750
C&C GROUP PLC,IE00B010DT83,GCC,Euronext Dublin,EUR,3.73,3.79,3.71,3.75,28/05/2019 15:30,UTC,4041598,15147134.95
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,128.5,128.52,128,128,28/05/2019 17:35,CET,787,100986.74
CAFOM,FR0010151589,CAFO,Euronext Paris,EUR,6.25,6.25,6.15,6.25,28/05/2019 13:56,CET,366,2260
CAFOM NV18,FR0013399128,CAFNV,Euronext Paris,EUR,-,-,-,-,-,-,-,-
CAIRE,FR0010781377,MLAAE,Euronext Access Paris,EUR,6.45,6.45,6.45,6.45,28/05/2019 11:30,CET,78,503.1
CAIRN HOMES PLC,IE00BWY4ZF18,C5H,Euronext Dublin,EUR,1.254,1.256,1.21,1.226,28/05/2019 15:31,UTC,3178995,3901971.66
CAMBODGE NOM.,FR0000079659,CBDG,Euronext Paris,EUR,6700,6700,6700,6700,23/05/2019 11:40,CET,13,87100
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,29.6,29.6,29.6,29.6,28/05/2019 11:30,CET,20,592
CANDELA INVEST,BE0974298300,CAND,Euronext Growth Brussels,EUR,4,4,4,4,24/05/2019 11:30,CET,500,2000
CAPELLI,FR0012969095,CAPLI,Euronext Paris,EUR,32.8,32.8,31.9,31.9,28/05/2019 17:29,CET,2330,76197.8
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,103.35,104.05,102.1,102.1,28/05/2019 17:39,CET,862418,88382588.55
CARBIOS,FR0011648716,ALCRB,Euronext Growth Paris,EUR,7.86,7.92,7.64,7.76,28/05/2019 11:55,CET,4777,37532.2
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,23.5,23.8,23.5,23.7,28/05/2019 17:35,CET,16652,394076.9
CARMAT,FR0010907956,ALCAR,Euronext Growth Paris,EUR,21.5,21.55,21.15,21.3,28/05/2019 17:38,CET,1142,24332
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,15.5,15.56,15.38,15.44,28/05/2019 17:35,CET,39820,615004.72
CARPINIENNE PART.,FR0000064156,CARP,Euronext Paris,EUR,59.5,59.5,59.5,59.5,12/03/2019 11:30,CET,1,59.5
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,16.685,16.92,16.675,16.895,28/05/2019 17:38,CET,2498240,42106836.78
CASINO GUICHARD,FR0000125585,CO,Euronext Paris,EUR,31.55,32.49,31.07,32.43,28/05/2019 17:35,CET,1120407,36099392.72
CAST,FR0000072894,CAS,Euronext Paris,EUR,2.81,2.81,2.8,2.81,28/05/2019 09:49,CET,1799,5051.19
CATANA GROUP,FR0010193052,CATG,Euronext Paris,EUR,2.89,2.965,2.875,2.915,28/05/2019 17:35,CET,258599,753630.92
CATERING INTL SCES,FR0000064446,CTRG,Euronext Paris,EUR,12.15,12.15,12.15,12.15,28/05/2019 11:22,CET,26,315.9
CATERPILLAR INC,US1491231015,CATR,Euronext Paris,EUR,116,116,116,116,14/05/2019 17:26,CET,20,2320
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.64,3.64,3.6,3.64,28/05/2019 17:26,CET,3558,12901.12
CECURITY.COM,FR0010717579,MLCEC,Euronext Access Paris,EUR,0.43,0.43,0.43,0.43,27/05/2019 16:30,CET,1000,430
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,25.05,25.45,25.05,25.2,28/05/2019 17:35,CET,1296,32787.6
CEGEREAL,FR0010309096,CGR,Euronext Paris,EUR,39.4,39.8,39.4,39.8,28/05/2019 17:16,CET,590,23309
CELLECTIS,FR0010425595,ALCLS,Euronext Growth Paris,EUR,15.64,15.69,15.3,15.3,28/05/2019 17:35,CET,92945,1438713.43
CELLNOVO,FR0012633360,CLNV,Euronext Paris,EUR,0.138,0.1644,0.1232,0.128,08/05/2019 17:35,CET,4559697,642409.13
CELYAD,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,18.28,18.5,17.96,18.36,28/05/2019 17:35,CET,11079,203452.84
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,1.36,1.36,1.36,1.36,16/05/2019 14:29,CET,16,21.76
CERENIS,FR0012616852,CEREN,Euronext Paris,EUR,0.39,0.395,0.3685,0.3705,28/05/2019 17:35,CET,154849,57970.89
CERINNOV GROUP,FR0013178712,ALPCV,Euronext Growth Paris,EUR,3.36,3.4,3.32,3.4,28/05/2019 16:02,CET,1078,3627
CESAR,FR0013297165,ALCES,Euronext Growth Paris,EUR,0.222,0.222,0.222,0.222,28/05/2019 11:30,CET,1000,222
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,83.2,84.6,83.2,83.6,28/05/2019 17:35,CET,14753,1236741.3
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.07,1.07,1.07,1.07,13/05/2019 11:30,CET,80,85.6
CFM INDOSUEZWEALTH,MC0010000826,MLCFM,Euronext Access Paris,EUR,985,985,985,985,06/05/2019 11:30,CET,6,5910
CGG,FR0013181864,CGG,Euronext Paris,EUR,1.4225,1.485,1.4225,1.454,28/05/2019 17:35,CET,7688931,11193126.79
CGG BSA 1,FR0013309614,CGGBS,Euronext Paris,EUR,0.1805,0.2,0.1805,0.2,28/05/2019 17:35,CET,1748,321.13
CGG BSA 2,FR0013309622,CGGBT,Euronext Paris,EUR,0.0532,0.0548,0.0532,0.0548,28/05/2019 17:35,CET,14938,812.8
CH.FER DEPARTEMENT,FR0000037871,MLCFD,Euronext Access Paris,EUR,800,800,800,800,22/10/2018 11:30,CET,2,1600
CH.FER VAR GARD N.,FR0000051567,MLCVG,Euronext Access Paris,EUR,4220,4340,4220,4340,22/03/2019 16:30,CET,3,12780
CHARGEURS,FR0000130692,CRI,Euronext Paris,EUR,17.5,18.2,17.5,17.9,28/05/2019 17:35,CET,62880,1121985.58
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,7.7,7.7,7.7,7.7,19/11/2018 11:30,CET,20,154
CHEOPS TECHNOLOGY,FR0010447086,MLCHE,Euronext Access Paris,EUR,45,45,45,45,27/05/2019 11:30,CET,100,4500
CHEVRON,US1667641005,CHTEX,Traded not listed Brussels,USD,124,124,124,124,04/04/2019 16:45,CET,45,4973.71
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,430.6,434.2,428.8,431.2,28/05/2019 17:36,CET,12594,5433354.2
CIBOX INTER A CTIV,FR0000054322,CIB,Euronext Paris,EUR,0.0833,0.0834,0.0832,0.0832,28/05/2019 17:08,CET,77124,6425.64
CIE BOIS SAUVAGE,BE0003592038,COMB,Euronext Brussels,EUR,371,375,370,370,28/05/2019 17:35,CET,588,218727
CIE DU MONT BLANC,FR0000060428,MLCMB,Euronext Access Paris,EUR,140,140,140,140,28/05/2019 16:30,CET,27,3780
CIOA,FR0012384907,MLCIO,Euronext Access Paris,EUR,2.02,2.14,2.02,2.14,28/05/2019 16:30,CET,410,829.4
CISCO SYSTEM INC,US17275R1023,CIS,Traded not listed Brussels,USD,57,57,56,56,22/05/2019 16:13,CET,34,1721.41
CLARANOVA,FR0004026714,CLA,Euronext Paris,EUR,0.845,0.861,0.8365,0.8395,28/05/2019 17:35,CET,1735703,1465527.38
CLASQUIN,FR0004152882,ALCLA,Euronext Growth Paris,EUR,36.4,36.4,36.2,36.2,28/05/2019 11:18,CET,129,4678.6
CNIM CONSTR.FRF 10,FR0000053399,COM,Euronext Paris,EUR,74,74.2,73.4,73.4,28/05/2019 17:28,CET,359,26401.8
CNOVA,NL0010949392,CNV,Euronext Paris,EUR,3.28,3.28,3.28,3.28,28/05/2019 10:31,CET,51,167.28
CNP ASSURANCES,FR0000120222,CNP,Euronext Paris,EUR,19.6,19.75,19.52,19.56,28/05/2019 17:35,CET,617644,12090281.45
CO.BR.HA,BE0003519270,COBH,Euronext Growth Brussels,EUR,4000,4000,4000,4000,28/05/2019 16:30,CET,3,12000
COCA-COLA EUROPEAN,GB00BDCPN049,CCEP,"Euronext Amsterdam, London",EUR,50,50.4,49.7,49.7,28/05/2019 17:35,CET,86636,4316110.15
COFACE,FR0010667147,COFA,Euronext Paris,EUR,8.5,8.585,8.44,8.455,28/05/2019 17:35,CET,182117,1546022.94
COFIDUR,FR0013257409,ALCOF,Euronext Growth Paris,EUR,312,314,312,314,24/05/2019 11:21,CET,2,626
"COFINA,SGPS",PTCFN0AE0003,CFN,Euronext Lisbon,EUR,0.47,0.47,0.47,0.47,28/05/2019 21:17,BST,14320,6730.4
COFINIMMO,BE0003593044,COFB,Euronext Brussels,EUR,113.8,114.2,112.4,114,28/05/2019 17:35,CET,58319,6638934.8
COFINIMMO PRIV1,BE0003811289,COFP1,Euronext Brussels,EUR,127,127,127,127,01/08/2016 11:30,CET,16,2032
COFINIMMO PRIV2,BE0003813301,COFP2,Euronext Brussels,EUR,99.5,99.5,99.5,99.5,23/05/2019 11:30,CET,188,18706
COGELEC,FR0013335742,COGEC,Euronext Paris,EUR,8.64,8.66,8.6,8.66,28/05/2019 16:53,CET,645,5568.04
COGRA,FR0011071570,ALCOG,Euronext Growth Paris,EUR,4.89,4.89,4.84,4.84,28/05/2019 15:03,CET,1010,4898.19
COHERIS,FR0004031763,COH,Euronext Paris,EUR,2.17,2.18,2.17,2.17,28/05/2019 17:28,CET,26963,58769.33
COIL,BE0160342011,ALCOI,Euronext Growth Paris,EUR,8.7,8.7,8.7,8.7,28/05/2019 09:00,CET,1,8.7
COLAS,FR0000121634,RE,Euronext Paris,EUR,136.6,137,136.2,136.4,28/05/2019 17:26,CET,425,57982.4
COLIPAYS,FR0010959684,MLCLP,Euronext Access Paris,EUR,4.4,4.4,4.4,4.4,28/05/2019 11:30,CET,1,4.4
COLRUYT,BE0974256852,COLR,Euronext Brussels,EUR,65.84,67.02,65.58,66.56,28/05/2019 17:35,CET,559294,37209197.18
COMPTA,PTCOM0AE0007,COMAE,Euronext Lisbon,EUR,0.075,0.075,0.075,0.075,27/05/2019 20:30,BST,100,7.51
CONDOR TECHNOLOG,BE6252013725,MLMFI,Euronext Access Paris,EUR,15.9,15.9,15.9,15.9,08/05/2019 16:30,CET,18,286.2
CONDURIL,PTCDU0AE0003,CDU,Euronext Access Lisbon,EUR,35,35,35,35,23/05/2019 16:55,BST,125,4375
CONNECT GROUP,BE0003786036,CONN,Euronext Brussels,EUR,1.43,1.43,1.39,1.39,28/05/2019 10:06,CET,432,612.48
CONSORT NT,FR0000077828,MLCNT,Euronext Access Paris,EUR,20.2,20.2,20.2,20.2,21/11/2017 16:33,CET,12,242.4
COPAM,PTCPA0AP0006,CPA,Euronext Access Lisbon,EUR,15,15,15,15,22/01/2019 21:30,BST,64,960
CORBION,NL0010583399,CRBN,Euronext Amsterdam,EUR,28,28.14,27.74,27.96,28/05/2019 17:35,CET,63332,1768700.36
CORE LABORATORIES,NL0000200384,CLB,Euronext Amsterdam,EUR,45.4,45.4,43.4,44.2,28/05/2019 17:35,CET,300,13169.8
COREP LIGHTING,FR0010035816,MLCOR,Euronext Access Paris,EUR,9.6,9.6,9.6,9.6,22/02/2018 11:30,CET,125,1200
CORTICEIRA AMORIM,PTCOR0AE0006,COR,Euronext Lisbon,EUR,10.38,10.4,10.24,10.4,28/05/2019 21:35,BST,27635,286406.04
COURBET,FR0004998318,MLCOU,Euronext Access Paris,EUR,0.3,0.3,0.3,0.3,23/08/2018 16:30,CET,3,0.9
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,119,119,119,119,28/05/2019 11:45,CET,61,7259
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,94.3,94.35,93.2,93.85,28/05/2019 17:35,CET,242694,22764185.35
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,25.7,25.7,25.5,25.7,28/05/2019 17:35,CET,2642,67787.2
CPL RESOURCES PLC.,IE0007214426,DQ5,Euronext Growth Dublin,EUR,6.5,6.5,6.5,6.5,28/05/2019 15:30,UTC,94519,623364.7
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,120.02,124.84,118.02,120,28/05/2019 17:01,CET,410,49625.78
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,160.2,162.98,160.2,161,28/05/2019 17:35,CET,601,96668.78
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,28.105,28.395,28.015,28.115,28/05/2019 17:35,CET,2917,82041.4
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,123.52,124.5,123.5,124.5,28/05/2019 17:20,CET,585,72536.52
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,79.51,80,79.51,79.99,28/05/2019 17:26,CET,483,38614.1
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,102.24,102.24,102.24,102.24,28/05/2019 09:00,CET,1,102.24
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,107,107,105.5,105.5,28/05/2019 13:24,CET,84,8909.28
CRCAM NORD CCI,FR0000185514,CNF,Euronext Paris,EUR,26.27,26.275,26,26.1,28/05/2019 17:35,CET,5877,153383.42
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,145.86,145.86,145.5,145.86,28/05/2019 16:59,CET,506,73652.52
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,107.4,108.5,107.4,108.5,28/05/2019 17:37,CET,979,105856.3
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,231,232.1,231,232.1,28/05/2019 16:37,CET,117,27039.1
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,129.48,130.48,127.02,130,28/05/2019 17:29,CET,387,50168.48
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,10.39,10.39,10.16,10.31,28/05/2019 17:39,CET,6549362,67377252.28
CRESCENT,BE0003836534,OPTI,Euronext Brussels,EUR,0.049,0.051,0.049,0.05,28/05/2019 17:35,CET,422933,21383.76
CRH PLC 5PCCumPref,IE0001827264,DD8A,Euronext Dublin,EUR,-,-,-,-,-,-,-,-
CRH PLC 7PCCumPref,IE0001827603,DD8B,Euronext Dublin,EUR,1.01,1.01,1.01,1.01,20/09/2018 22:00,UTC,2918,2947.18
CRH PLC ord,IE0001827041,CRG,Euronext Dublin,EUR,28.22,28.53,28.22,28.25,28/05/2019 15:33,UTC,2398627,67817147.2
CROSSJECT,FR0011716265,ALCJ,Euronext Growth Paris,EUR,1.89,1.9,1.81,1.9,28/05/2019 17:35,CET,36524,68144.16
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,4.72,4.72,4.72,4.72,16/05/2019 16:48,CET,226,1066.72
CS (COMM.SYSTEMES),FR0007317813,SX,Euronext Paris,EUR,5.18,5.2,5.06,5.12,28/05/2019 16:21,CET,1648,8388.02
CTA HOLDING,FR0000054066,MLCTA,Euronext Access Paris,EUR,17.9,17.9,17.9,17.9,27/05/2019 11:30,CET,1,17.9
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,2.9,2.94,2.9,2.9,28/05/2019 11:26,CET,915,2657.5
CTT CORREIOS PORT,PTCTT0AM0001,CTT,Euronext Lisbon,EUR,2.3,2.318,2.276,2.316,28/05/2019 21:35,BST,658145,1515635.45
CURETIS,NL0011509294,CURE,"Euronext Amsterdam, Brussels",EUR,0.93,0.93,0.903,0.92,28/05/2019 17:36,CET,47491,43542.89
CYBERGUN,FR0013204351,ALCYB,Euronext Growth Paris,EUR,0.1138,0.1188,0.112,0.117,28/05/2019 17:35,CET,1329630,153730.98
CYBERGUN BSA 1,FR0013340809,CYBBS,Euronext Growth Paris,EUR,0.005,0.005,0.005,0.005,14/05/2019 15:44,CET,84000,420
CYBERGUN BSA 2,FR0013340817,CYBBT,Euronext Growth Paris,EUR,0.2,0.2,0.2,0.2,12/12/2018 13:26,CET,300,60
D''IETEREN,BE0974259880,DIE,Euronext Brussels,EUR,39.1,39.45,39,39.2,28/05/2019 17:35,CET,53285,2088724.3
D.L.S.I.,FR0010404368,ALDLS,Euronext Growth Paris,EUR,18,18.15,17.9,18.15,28/05/2019 17:05,CET,542,9735.9
D2L GROUP,FR0012336675,MLGEL,Euronext Access Paris,EUR,5.65,5.65,5.65,5.65,02/05/2019 11:30,CET,47,265.55
DALATA HOTEL GP.,IE00BJMZDW83,DHG,Euronext Dublin,EUR,5.42,5.43,5.37,5.4,28/05/2019 15:35,UTC,669969,3613443.17
DALET,FR0011026749,DLT,Euronext Paris,EUR,12,12,12,12,28/05/2019 16:42,CET,351,4212
DAMARIS,FR0000077885,MLDAM,Euronext Access Paris,EUR,1.62,1.62,1.62,1.62,01/11/2018 11:30,CET,168,272.16
DAMARTEX,FR0000185423,ALDAR,Euronext Growth Paris,EUR,14.4,14.4,14.2,14.3,28/05/2019 16:13,CET,881,12598.7
DANONE,FR0000120644,BN,Euronext Paris,EUR,72.08,72.44,71.72,72.26,28/05/2019 17:35,CET,2048102,147793742.3
DASSAULT AVIATION,FR0000121725,AM,Euronext Paris,EUR,1160,1172,1158,1166,28/05/2019 17:35,CET,10634,12397605
DASSAULT SYSTEMES,FR0000130650,DSY,Euronext Paris,EUR,136.05,136.5,133.6,133.6,28/05/2019 17:35,CET,557341,74680664.05
DATALEX PLC,IE0000527006,DLE,Euronext Dublin,EUR,0.822,0.96,0.822,0.916,30/04/2019 15:30,UTC,211855,192678.6
DATBIM,FR0004177939,MLDTB,Euronext Access Paris,EUR,1.86,1.86,1.86,1.86,31/01/2019 16:30,CET,10,18.6
DBT,FR0013066750,ALDBT,Euronext Growth Paris,EUR,0.734,0.785,0.734,0.76,28/05/2019 17:35,CET,21409,16190.39
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,17.24,17.75,17.05,17.05,28/05/2019 17:35,CET,192465,3325151.72
DECEUNINCK,BE0003789063,DECB,Euronext Brussels,EUR,2.1,2.11,2.06,2.09,28/05/2019 17:10,CET,17670,36787.48
DEDALUS FRANCE,FR0000052623,DEDAL,Euronext Paris,EUR,0.329,0.329,0.325,0.325,28/05/2019 14:57,CET,1001,325.33
DEINOVE,FR0010879056,ALDEI,Euronext Growth Paris,EUR,1.23,1.23,1.18,1.21,28/05/2019 17:13,CET,12546,15089.64
DELFINGEN,FR0000054132,ALDEL,Euronext Growth Paris,EUR,19.6,19.6,19.6,19.6,28/05/2019 09:00,CET,1,19.6
DELTA DRONE,FR0011522168,ALDR,Euronext Growth Paris,EUR,0.0746,0.0758,0.0738,0.0749,28/05/2019 17:35,CET,526619,39566.56
DELTA DRONE BSA,FR0013239977,ALDBS,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
DELTA DRONE BSA J,FR0013400983,ALDSJ,Euronext Growth Paris,EUR,0.0042,0.0046,0.0042,0.0046,28/05/2019 17:35,CET,65830,288.19
DELTA DRONE BSA Y,FR0013400991,ALDBY,Euronext Growth Paris,EUR,0.02,0.02,0.014,0.014,28/05/2019 17:27,CET,1255,24.77
DELTA PLUS GROUP,FR0013283108,DLTA,Euronext Paris,EUR,40.4,40.4,39.8,39.9,28/05/2019 17:25,CET,444,17791.2
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,3.072,3.13,3.006,3.126,28/05/2019 17:35,CET,581776,1798889.09
DESIGN YOUR HOME,SE0007045380,MLDYH,Euronext Access Paris,EUR,0.11,0.12,0.11,0.12,27/11/2018 16:44,CET,22581,2588.91
DEUTSCHE TELEKOM,DE0005557508,DTEL,Traded not listed Brussels,EUR,15.2,15.2,15.17,15.17,27/05/2019 16:03,CET,189,2869.26
DEVERNOIS,FR0000060840,ALDEV,Euronext Growth Paris,EUR,58.5,58.5,58.5,58.5,12/04/2019 11:30,CET,7,409.5
DEVOTEAM,FR0000073793,DVT,Euronext Paris,EUR,99.9,102,98.4,102,28/05/2019 17:35,CET,13116,1332034.1
DEXIA,BE0974290224,DEXB,Euronext Brussels,EUR,4.07,4.07,3.81,3.94,28/05/2019 17:35,CET,2593,10508.7
DGB GROUP N.V.,NL0009169515,DGB,Euronext Amsterdam,EUR,0.89,0.89,0.84,0.84,28/05/2019 16:35,CET,8362,7419.27
DIAGEO,GB0002374006,DGE,Euronext Paris,EUR,38.1,38.25,37.98,38.245,28/05/2019 17:29,CET,369,14044.95
DIAGEO PLC,GB0002374006,GUI1,Euronext Dublin,EUR,-,-,-,-,-,-,-,-
DIAGNOSTIC MEDICAL,FR0012202497,DGM,Euronext Paris,EUR,1.16,1.2,1.14,1.14,28/05/2019 17:35,CET,40539,47257.95
DIEGEM KENNEDYCERT,BE0003698124,DIEG,Euronext Brussels,EUR,124.1,124.1,124.1,124.1,28/05/2019 11:30,CET,15,1861.5
DIETSWELL,FR0010377127,ALDIE,Euronext Growth Paris,EUR,1.175,1.175,1.14,1.165,28/05/2019 13:05,CET,6958,7996.01
DIGIGRAM,FR0000035784,DIG,Euronext Paris,EUR,0.845,0.845,0.845,0.845,27/05/2019 16:30,CET,992,838.24
DIGITECH,FR0000079824,MLDIG,Euronext Access Paris,EUR,1.26,1.26,1.26,1.26,29/01/2019 12:44,CET,920,1159.2
DISTRI-LAND CERT,BE0003605160,DISL,Euronext Brussels,EUR,165,165,165,165,06/05/2019 11:30,CET,26,4290
DNXCORP,FR0010436584,DNX,Euronext Paris,EUR,4.32,4.36,4.32,4.35,28/05/2019 10:46,CET,1251,5442.33
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,630,630,625,625,28/05/2019 16:30,CET,9,5660
DOLPHIN INTEGRAT.,FR0004022754,ALDOL,Euronext Growth Paris,EUR,3.6,3.66,3.6,3.66,16/08/2018 16:48,CET,1344,4918.92
DONEGAL INVESTMENT,IE00BD97C178,DQ7A,Euronext Growth Dublin,EUR,10.1,10.4,10.1,10.4,28/05/2019 09:47,UTC,1075,11145.5
DONTNOD,FR0013331212,ALDNE,Euronext Growth Paris,EUR,17.64,17.66,17.6,17.66,28/05/2019 17:20,CET,6759,119339.84
DPA GROUP,NL0009197771,DPA,Euronext Amsterdam,EUR,1.29,1.32,1.29,1.32,28/05/2019 16:53,CET,22658,29864.03
DRAPER ESPRIT PLC,GB00BY7QYJ50,GRW,Euronext Growth Dublin,EUR,5.4,5.4,5.4,5.4,13/05/2019 10:28,UTC,93,502.2
DRONE VOLT,FR0013088606,ALDRV,Euronext Growth Paris,EUR,0.198,0.198,0.1925,0.196,28/05/2019 17:35,CET,94461,18538.81
DRONE VOLT BS,FR0012860542,DRVBS,Euronext Growth Paris,EUR,0.0995,0.0995,0.0995,0.0995,11/04/2019 11:30,CET,10,1
DSM KON,NL0000009827,DSM,Euronext Amsterdam,EUR,101.6,102.65,101.5,102.5,28/05/2019 15:23,CET,1165337,119209946.45
DUTCH STAR C SHAR,NL0012747059,DSC1,Euronext Amsterdam,EUR,9.45,9.45,9.4,9.4,15/05/2019 16:20,CET,1095,10297.75
DUTCH STAR C WAR,NL0012747067,DSC1W,Euronext Amsterdam,EUR,0.95,0.95,0.95,0.95,14/05/2019 12:06,CET,250,237.5
DWC 3.0,IT0005154635,MLDWC,Euronext Access Paris,EUR,1.25,1.25,1.13,1.13,09/05/2018 16:30,CET,3,3.51
DYNAFOND,FR0000052920,MLDYN,Euronext Access Paris,EUR,3.32,3.32,3.32,3.32,27/05/2019 11:30,CET,25,83
DYNEX ENERGY SA,LU0881232630,MLDYX,Euronext Access Paris,EUR,3.14,3.14,3.14,3.14,10/12/2018 11:30,CET,10,31.4
E.ON SE,DE000ENAG999,EON,Traded not listed Brussels,EUR,9.566,9.566,9.566,9.566,27/05/2019 09:00,CET,5,47.83
EASE2PAY NV,NL0000345627,EAS2P,Euronext Amsterdam,EUR,1.398,1.428,1.398,1.428,28/05/2019 16:28,CET,4271,6092.12
EASSON HOLDINGS,HK0000038783,MLEAS,Euronext Access Paris,EUR,0.67,0.67,0.67,0.67,28/05/2019 11:30,CET,158,105.86
EASYVISTA,FR0010246322,ALEZV,Euronext Growth Paris,EUR,39.2,39.6,38.4,39.6,28/05/2019 11:59,CET,601,23453.6
EAUX DE ROYAN,FR0007200100,MLEDR,Euronext Access Paris,EUR,155,155,155,155,27/05/2019 11:30,CET,20,3100
